Categories,Available Services,1 oz.,2 oz.,3 oz.,4 oz.,5 oz.,6 oz.,7 oz.,8 oz.,9 oz.,10 oz.,11 oz.,12 oz.,13 oz.,14 oz.,15 oz.,15.99 oz.,1 lb.,2 lb.,3 lb.,4 lb.,5 lb.,6 lb.,7 lb.,8 lb.,9 lb.,10 lb.,11 lb.,12 lb.,13 lb.,14 lb.,15 lb.,16 lb.,17 lb.,18 lb.,19 lb.,20 lb.,21 lb.,22 lb.,23 lb.,24 lb.,25 lb.,26 lb.,27 lb.,28 lb.,29 lb.,30 lb.,31 lb.,32 lb.,33 lb.,34 lb.,35 lb.,36 lb.,37 lb.,38 lb.,39 lb.,40 lb.,41 lb.,42 lb.,43 lb.,44 lb.,45 lb.,46 lb.,47 lb.,48 lb.,49 lb.,50 lb.,51 lb.,52 lb.,53 lb.,54 lb.,55 lb.
Baby -> Bedding & Decor,SC&VAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2753385416666667,3.6847558593750005,4.094173177083333,4.503590494791667,4.9130078125,5.322425130208334,5.731842447916668,6.1412597656250005,6.550677083333333,6.550677083333333,6.550677083333333,6.957485243055555,7.364293402777777,7.771101562499999,8.477204296874998,9.18330703125,9.889409765625,10.5955125,11.301615234375,11.919455126953125,12.53729501953125,13.155134912109375,13.7729748046875,14.390814697265627,15.00865458984375,15.626494482421876,16.244334375,16.862174267578126,17.48001416015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby -> Car Seats,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008257812499999,4.149933984374999,4.29161015625,4.433286328125,4.5749625,4.716638671875001,4.840605322265626,4.964571972656251,5.088538623046876,5.212505273437501,5.336471923828126,5.460438574218752,5.584405224609377,5.708371875000001,5.832338525390625,5.95630517578125,5.980409802246094,6.004514428710938,6.028619055175782,6.052723681640626,6.07682830810547,6.100932934570314,6.125037561035158,6.149142187500002,6.1732468139648455,6.197351440429689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby -> Diapers & Wipes,SC,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,2.116904296875,2.3521158854166666,2.5873274739583336,2.8225390625,3.0577506510416668,3.292962239583334,3.5281738281250004,3.763385416666667,3.763385416666667,3.763385416666667,3.845009548611111,3.926633680555555,4.008257812499999,4.149933984374999,4.29161015625,4.433286328125,4.5749625,4.716638671875001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby -> Health & Safety,SC,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,2.116904296875,2.3521158854166666,2.5873274739583336,2.8225390625,3.0577506510416668,3.292962239583334,3.5281738281250004,3.763385416666667,3.763385416666667,3.763385416666667,3.845009548611111,3.926633680555555,4.008257812499999,4.149933984374999,4.29161015625,4.433286328125,4.5749625,4.716638671875001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby -> Nursing & Feeding Supplies,SC,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,1.8816927083333335,2.116904296875,2.3521158854166666,2.5873274739583336,2.8225390625,3.0577506510416668,3.292962239583334,3.5281738281250004,3.763385416666667,3.763385416666667,3.763385416666667,3.845009548611111,3.926633680555555,4.008257812499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby -> Strollers,SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.716638671875001,4.840605322265626,4.964571972656251,5.088538623046876,5.212505273437501,5.336471923828126,5.460438574218752,5.584405224609377,5.708371875000001,5.832338525390625,5.95630517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Baby -> Walkers, Swings & Bouncers",SC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008257812499999,4.149933984374999,4.29161015625,4.433286328125,4.5749625,4.716638671875001,4.840605322265626,4.964571972656251,5.088538623046876,5.212505273437501,5.336471923828126,5.460438574218752,5.584405224609377,5.708371875000001,5.832338525390625,5.95630517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Books,SC&VAS,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.4342675781250005,3.8158528645833334,4.197438151041667,4.5790234375,4.960608723958334,5.342194010416668,5.7237792968750005,6.105364583333333,6.105364583333333,6.105364583333333,6.460219618055556,6.815074652777778,7.1699296875,7.785856640624999,8.40178359375,9.017710546875,9.633637499999999,10.249564453125,10.788500537109375,11.32743662109375,11.866372705078124,12.4053087890625,12.944244873046877,13.48318095703125,14.022117041015624,14.561053125,15.099989208984375,15.63892529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clothing,,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.4342675781250005,3.8158528645833334,4.197438151041667,4.5790234375,4.960608723958334,5.342194010416668,5.7237792968750005,6.105364583333333,6.105364583333333,6.105364583333333,6.460219618055556,6.815074652777778,7.1699296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",SC&VAS,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.4342675781250005,3.8158528645833334,4.197438151041667,4.5790234375,4.960608723958334,5.342194010416668,5.7237792968750005,6.105364583333333,6.105364583333333,6.105364583333333,6.460219618055556,6.815074652777778,7.1699296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Clothing, Shoes & Accessories -> Clothing -> Babies",SC&VAS,0.0,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.4342675781250005,3.8158528645833334,4.197438151041667,4.5790234375,4.960608723958334,5.342194010416668,5.7237792968750005,6.105364583333333,6.105364583333333,6.105364583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Clothing, Shoes & Accessories -> Clothing -> Boys",SC&VAS,0.0,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.0526822916666667,3.4342675781250005,3.8158528645833334,4.197438151041667,4.5790234375,4.960608723958334,5.342194010416668,5.7237792968750005,6.105364583333333,6.105364583333333,6.105364583333333,6.460219618055556,6.815074652777778,7.1699296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
