Categories,Eligible for Supply Chain Only,Activities,1 oz.,2 oz.,3 oz.,4 oz.,5 oz.,6 oz.,7 oz.,8 oz.,9 oz.,10 oz.,11 oz.,12 oz.,13 oz.,14 oz.,15 oz.,15.99 oz.,1 lb.,2 lb.,3 lb.,4 lb.,5 lb.,6 lb.,7 lb.,8 lb.,9 lb.,10 lb.,11 lb.,12 lb.,13 lb.,14 lb.,15 lb.,16 lb.,17 lb.,18 lb.,19 lb.,20 lb.,21 lb.,22 lb.,23 lb.,24 lb.,25 lb.,26 lb.,27 lb.,28 lb.,29 lb.,30 lb.,31 lb.,32 lb.,33 lb.,34 lb.,35 lb.,36 lb.,37 lb.,38 lb.,39 lb.,40 lb.,41 lb.,42 lb.,43 lb.,44 lb.,45 lb.,46 lb.,47 lb.,48 lb.,49 lb.,50 lb.,51 lb.,52 lb.,53 lb.,54 lb.,55 lb.
Electronics -> Computers -> Computer Components -> Digitizers,N,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Components -> Tower/Cases,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,4.82125,4.9548041666666665,5.088358333333334,5.2219125,5.453724375,5.68553625,5.917348125,6.14916,6.380971875,6.583807265625,6.786642656250001,6.989478046875001,7.192313437500001,7.395148828125001,7.5979842187500015,7.800819609375001,8.003655,8.206490390625,8.40932578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Software -> Games,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Computer Software -> Software,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> FlashDrives/SD/Storage Media,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Security & Surveillance,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,5.453724375,5.68553625,5.917348125,6.14916,6.380971875,6.583807265625,6.786642656250001,6.989478046875001,7.192313437500001,7.395148828125001,7.5979842187500015,7.800819609375001,8.003655,8.206490390625,8.40932578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Home,Y,,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,5.453724375,5.68553625,5.917348125,6.14916,6.380971875,6.583807265625,6.786642656250001,6.989478046875001,7.192313437500001,7.395148828125001,7.5979842187500015,7.800819609375001,8.003655,8.206490390625,8.40932578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Smart Home -> Digital Assistant -> Amazon,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Smart Home -> Digital Assistant -> Apple,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Smart Home -> Digital Assistant -> Google,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Smart Home -> Digital Assistant -> Other,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computers,,,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.964605468749999,7.738450520833333,8.512295572916667,9.286140625,10.059985677083333,10.833830729166667,11.60767578125,12.381520833333333,12.381520833333333,12.381520833333333,13.397106597222221,14.412692361111109,15.428278124999999,17.19104484375,18.9538115625,20.716578281249998,22.479344999999995,24.242111718749996,25.784532597656245,27.326953476562494,28.869374355468743,30.411795234374996,31.954216113281248,33.4966369921875,35.039057871093746,36.581478749999995,38.123899628906244,39.6663205078125,39.96623567871094,40.266150849609375,40.56606602050781,40.86598119140625,41.165896362304686,41.46581153320312,41.76572670410156,42.065641875,42.365557045898434,42.66547221679687,42.96538738769531,43.265302558593746,43.56521772949218,43.86513290039062,44.16504807128906,44.464963242187494,44.76487841308593,45.06479358398437,45.364708754882805,45.66462392578124,45.96453909667968,46.26445426757812,46.564369438476554,46.86428460937499,47.16419978027343,,,,,,,,,,
Electronics -> Computers -> Desktops,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,14.432203125000001,16.045558593750002,17.658914062500003,19.27226953125,20.885624999999997,22.49898046875,23.91066650390625,25.3223525390625,26.73403857421875,28.145724609375,29.557410644531252,30.969096679687503,32.380782714843754,33.792468750000005,35.20415478515625,36.6158408203125,36.890335327148435,37.16482983398437,37.439324340820306,37.71381884765624,37.98831335449218,38.26280786132811,38.53730236816405,38.811796874999985,39.08629138183592,39.360785888671856,39.63528039550779,39.90977490234373,40.18426940917966,40.4587639160156,40.733258422851534,41.00775292968748,41.28224743652342,41.556741943359356,41.83123645019529,42.105730957031234,42.38022546386718,42.65471997070311,42.92921447753905,43.20370898437499,43.478203491210934,,,,,,,,,,
Electronics -> Computers -> All In One Computers,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,14.911481250000001,16.5967284375,18.281975625,19.9672228125,21.65247,23.3377171875,24.8123084765625,26.286899765624998,27.761491054687497,29.236082343749995,30.710673632812494,32.185264921874996,33.6598562109375,35.1344475,36.609038789062495,38.083630078125,38.370356162109374,38.65708224609375,38.94380833007813,39.230534414062504,39.51726049804688,39.80398658203126,40.090712666015634,40.37743875000001,40.66416483398439,40.95089091796876,41.23761700195314,41.52434308593752,41.81106916992189,42.09779525390627,42.38452133789065,42.67124742187502,42.9579735058594,43.244699589843776,43.53142567382815,43.81815175781252,44.10487784179689,44.39160392578127,44.678330009765645,44.965056093750015,45.251782177734384,,,,,,,,,,
Electronics -> Computers -> Laptops,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,8.737895833333333,9.32839201388889,9.918888194444445,10.509384375000002,11.534317031250001,12.559249687500003,13.584182343750003,14.609115000000003,15.634047656250004,16.530863730468756,17.427679804687507,18.324495878906255,19.221311953125007,20.118128027343758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Computers -> Monitors,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,10.48876875,11.5106090625,12.532449375,13.5542896875,14.576130000000001,15.597970312500001,16.4920805859375,17.386190859375002,18.280301132812504,19.17441140625,20.0685216796875,20.962631953125,21.856742226562503,22.7508525,23.6449627734375,24.539073046875,24.712927822265627,24.886782597656254,25.06063737304688,25.234492148437507,25.408346923828134,25.582201699218757,25.75605647460938,25.929911250000007,26.103766025390634,26.277620800781257,26.45147557617188,26.625330351562507,26.799185126953134,26.973039902343757,27.14689467773438,27.320749453125007,27.494604228515634,27.668459003906257,27.84231377929688,28.016168554687507,28.190023330078134,28.363878105468757,28.53773288085938,28.711587656250007,28.885442431640634,29.059297207031257,29.23315198242188,29.407006757812507,29.580861533203134,29.754716308593757,,,,,
Electronics -> Computers -> Networking,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.1907604166666665,6.964605468749999,7.738450520833333,8.512295572916667,9.286140625,10.059985677083333,10.833830729166667,11.60767578125,12.381520833333333,12.381520833333333,12.381520833333333,13.397106597222221,14.412692361111109,15.428278124999999,17.19104484375,18.9538115625,20.716578281249998,22.479344999999995,24.242111718749996,25.784532597656245,27.326953476562494,28.869374355468743,30.411795234374996,31.954216113281248,33.4966369921875,35.039057871093746,36.581478749999995,38.123899628906244,39.6663205078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Digital Picture Frames,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,5.453724375,5.68553625,5.917348125,6.14916,6.380971875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drone,,,,,,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Drones & Quadcopters -> Accessories,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Drones & Quadcopters -> Drones & Quadcopters Vehicles,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPS,,,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> GPS & Navigation -> GPS Unit,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> GPS & Navigation -> GPS Accessories,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headphones,,,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,6.447234375,7.16359375,7.879953125,8.5963125,9.312671875,10.029031250000001,10.745390625,11.46175,11.46175,11.46175,12.370029166666667,13.278308333333333,14.1865875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Headphones & Portable Speakers -> Accessories,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,6.447234375,7.16359375,7.879953125,8.5963125,9.312671875,10.029031250000001,10.745390625,11.46175,11.46175,11.46175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Headphones & Portable Speakers -> In Ear Headphones,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,6.447234375,7.16359375,7.879953125,8.5963125,9.312671875,10.029031250000001,10.745390625,11.46175,11.46175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Headphones & Portable Speakers -> Over Ear Headphones,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,6.447234375,7.16359375,7.879953125,8.5963125,9.312671875,10.029031250000001,10.745390625,11.46175,11.46175,11.46175,12.370029166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Headphones & Portable Speakers -> Portable Speakers,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,5.730875,6.447234375,7.16359375,7.879953125,8.5963125,9.312671875,10.029031250000001,10.745390625,11.46175,11.46175,11.46175,12.370029166666667,13.278308333333333,14.1865875,15.763100625,17.339613749999998,18.916126875,20.49264,22.069153125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Audio,,,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,10.993314462890625,11.05378400390625,11.114253544921874,11.174723085937499,11.235192626953124,11.295662167968748,11.356131708984373,11.416601249999998,11.477070791015622,11.537540332031247,11.598009873046871,11.658479414062496,11.71894895507812,11.779418496093745,11.83988803710937,11.900357578124995,11.96082711914062,12.021296660156244,12.081766201171869,12.142235742187493,12.20270528320312,12.263174824218744,12.323644365234369,12.384113906249995,12.444583447265622,12.505052988281246,12.56552252929687,12.625992070312497,12.686461611328124,12.746931152343748,15.468060498046874,18.18918984375,20.910319189453126,23.631448535156252,26.352577880859375
Electronics -> Home Audio & Theater -> Accessories,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,10.993314462890625,11.05378400390625,11.114253544921874,11.174723085937499,11.235192626953124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Home Audio & Theater -> Clock Radio,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Home Audio & Theater -> DVD & Blu-ray Players,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Home Audio & Theater -> Home Theatre In a Box,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,10.993314462890625,11.05378400390625,11.114253544921874,11.174723085937499,11.235192626953124,11.295662167968748,11.356131708984373,11.416601249999998,11.477070791015622,11.537540332031247,11.598009873046871,11.658479414062496,11.71894895507812,11.779418496093745,11.83988803710937,11.900357578124995,11.96082711914062,12.021296660156244,12.081766201171869,12.142235742187493,12.20270528320312,12.263174824218744,12.323644365234369,12.384113906249995,12.444583447265622,12.505052988281246,12.56552252929687,12.625992070312497,12.686461611328124,12.746931152343748,15.468060498046874,18.18918984375,20.910319189453126,23.631448535156252,26.352577880859375
Electronics -> Home Audio & Theater -> Media Streaming Players (IPTV),Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electronics -> Home Audio & Theater -> Receivers, CD Players, Turntables",Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,10.993314462890625,11.05378400390625,11.114253544921874,11.174723085937499,11.235192626953124,11.295662167968748,11.356131708984373,11.416601249999998,11.477070791015622,11.537540332031247,11.598009873046871,11.658479414062496,11.71894895507812,11.779418496093745,11.83988803710937,11.900357578124995,11.96082711914062,12.021296660156244,12.081766201171869,12.142235742187493,12.20270528320312,12.263174824218744,12.323644365234369,12.384113906249995,12.444583447265622,12.505052988281246,12.56552252929687,12.625992070312497,12.686461611328124,12.746931152343748,,,,,
Electronics -> Home Audio & Theater -> Receivers,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,10.993314462890625,11.05378400390625,11.114253544921874,11.174723085937499,11.235192626953124,11.295662167968748,11.356131708984373,11.416601249999998,11.477070791015622,11.537540332031247,11.598009873046871,11.658479414062496,11.71894895507812,11.779418496093745,11.83988803710937,11.900357578124995,11.96082711914062,12.021296660156244,12.081766201171869,12.142235742187493,12.20270528320312,12.263174824218744,12.323644365234369,12.384113906249995,12.444583447265622,12.505052988281246,12.56552252929687,12.625992070312497,12.686461611328124,12.746931152343748,,,,,
Electronics -> Home Audio & Theater -> Shelf Stereo System,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,10.993314462890625,11.05378400390625,11.114253544921874,11.174723085937499,11.235192626953124,11.295662167968748,11.356131708984373,11.416601249999998,11.477070791015622,11.537540332031247,11.598009873046871,11.658479414062496,11.71894895507812,11.779418496093745,11.83988803710937,11.900357578124995,11.96082711914062,12.021296660156244,12.081766201171869,12.142235742187493,12.20270528320312,12.263174824218744,12.323644365234369,12.384113906249995,12.444583447265622,12.505052988281246,12.56552252929687,12.625992070312497,12.686461611328124,12.746931152343748,,,,,
Electronics -> Home Audio & Theater -> Speakers,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,10.993314462890625,11.05378400390625,11.114253544921874,11.174723085937499,11.235192626953124,11.295662167968748,11.356131708984373,11.416601249999998,11.477070791015622,11.537540332031247,11.598009873046871,11.658479414062496,11.71894895507812,11.779418496093745,11.83988803710937,11.900357578124995,11.96082711914062,12.021296660156244,12.081766201171869,12.142235742187493,12.20270528320312,12.263174824218744,12.323644365234369,12.384113906249995,12.444583447265622,12.505052988281246,12.56552252929687,12.625992070312497,12.686461611328124,12.746931152343748,15.468060498046874,18.18918984375,20.910319189453126,23.631448535156252,26.352577880859375
Electronics -> Home Phones -> Accessories,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Home Phones -> Cordless / Corded Phones,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio Video,,,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,2.7158124999999997,3.0552890624999995,3.394765625,3.7342421874999996,4.073718749999999,4.413195312499999,4.752671875,5.0921484375,5.4316249999999995,5.4316249999999995,5.4316249999999995,5.636389583333333,5.841154166666667,6.04591875,6.4013315625,6.756744375,7.1121571875,7.46757,7.822982812500001,8.133969023437501,8.444955234375001,8.755941445312502,9.066927656250002,9.377913867187502,9.688900078125002,9.999886289062502,10.310872500000002,10.621858710937502,10.932844921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
